IDENT_MEN;pond_menC;JNBVEH;JNBVHS;JNBVPHS;JNBCCHS;JNBVULHS;JNBMOTO;JNBCYCLO;JNBAUTVEH;JNBVELOAD;JNBVELOENF;JUTILMOTO;JUTILCYCLO;JUTILAUTVEH;JUTILVELOAD;JUTILVELOENF;JVOLVELO;JPLUSVELO;JNBKVM;JUTIL2RM;BLOGDIST
8200000162000;1439.7660528;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;3
8200000164000;1361.2807659;1;1;1;;;0;0;0;2;0;;;;2;;2;;0;0;2
8200000165000;1212.8174945;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;2
8200000211000;3314.34972;1;2;;;;0;0;1;0;0;;;1;;;2;;1;0;1
8200000212000;1568.9651245;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000213000;4101.6892801;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000215000;971.02719961;2;2;;;;0;0;0;4;3;;;;0;0;2;;2;0;1
8200000218000;1287.6115999;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
8200000223000;5641.0254872;1;2;;;;1;0;0;3;3;1;;;3;3;2;;1;1;4
8200000224000;2787.1579365;2;1;1;0;0;0;0;0;1;3;;;;0;3;2;;1;0;1
8200000225000;1639.0692604;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;2
8200000228000;1376.9613825;2;2;;;;0;0;0;0;2;;;;;2;2;;2;0;1
8200000231000;2852.3255944;3;2;;;;0;0;0;0;2;;;;;2;2;;3;0;1
8200000232000;1261.6340467;1;2;;;;1;0;0;2;0;1;;;2;;2;;1;1;4
8200000233000;3173.5235878;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
8200000234000;2883.0053236;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000235000;1729.2223541;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;2
8200000242000;3087.8543904;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
8200000243000;3370.6029308;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000244000;2998.7869614;1;2;;;;0;0;0;3;0;;;;2;;2;;1;0;2
8200000245000;1587.9165001;2;2;;;;2;1;0;1;1;0;1;;1;1;2;;2;1;3
8200000248000;1197.6932394;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000252000;854.13659693;3;1;1;0;0;0;0;0;0;0;;;;;;2;;2;0;4
8200000253000;3429.5749178;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000255000;2172.9517352;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
8200000258000;1699.5207421;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000261000;1690.1703522;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000262000;1298.0193421;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;1
8200000264000;4083.3464272;0;;;;;0;0;0;1;0;;;;0;;2;;0;0;1
8200000311000;2566.029727;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;4
8200000312000;1126.724379;2;2;;;;0;0;1;0;0;;;1;;;2;;2;0;4
8200000314000;4310.8454188;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000315000;1341.9531373;3;2;;;;0;0;0;4;0;;;;2;;2;;3;0;1
8200000318000;2115.9388405;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;3
8200000321000;2679.7100331;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000322000;1423.274652;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
8200000323000;2521.5095175;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;1
8200000324000;2304.9916389;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;2
8200000333000;2762.3175887;1;2;;;;0;1;0;0;0;;1;;;;2;;1;1;1
8200000338000;2078.7172497;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
8200000342000;1250.5717407;2;1;1;0;0;0;0;0;0;0;;;;;;2;;1;0;2
8200000343000;2756.9507617;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000344000;3042.0649916;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000345000;6030.853617;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
8200000348000;1168.3017229;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000351000;1717.9639212;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
8200000352000;1058.5116987;2;2;;;;0;0;0;1;3;;;;1;3;2;;2;0;2
8200000354000;2446.9892983;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
8200000355000;2098.1724756;2;2;;;;1;0;0;4;0;1;;;4;;2;;2;1;2
8200000358000;738.8703059;2;2;;;;0;0;0;0;1;;;;;0;2;;2;0;1
8200000362000;2685.0852544;2;2;;;;1;0;0;2;4;0;;;0;0;2;;2;0;4
8200000364000;4057.9495804;0;;;;;0;0;1;0;0;;;1;;;2;;0;0;1
8200000365000;2403.3868865;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;4
8200000368000;1249.0689271;2;2;;;;0;0;0;0;1;;;;;1;2;;2;0;1
8200000411000;2865.9303785;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;4
8200000412000;2472.7692806;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;3
8200000413000;2818.3565375;0;;;;;0;0;0;0;0;;;;;;1;1;0;0;1
8200000415000;4721.7099485;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000421000;3492.3845547;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000422000;1523.8351254;2;2;;;;0;0;0;2;1;;;;2;1;1;2;2;0;1
8200000425000;1102.6360897;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;2
8200000432000;1776.7083706;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
8200000434000;7986.7830614;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000435000;4922.0969568;2;2;;;;0;0;0;2;0;;;;1;;2;;2;0;4
8200000438000;1348.4361274;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000442000;1623.1531541;3;2;;;;0;1;0;2;0;;0;;0;;2;;3;0;4
8200000443000;7186.0872367;0;;;;;0;0;0;2;1;;;;2;1;2;;0;0;1
8200000444000;5479.0961458;1;2;;;;0;0;0;2;0;;;;2;;2;;1;0;4
8200000451000;2019.2979101;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;9
8200000453000;4685.9093052;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000455000;2200.99619;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;1
8200000458000;1661.2448918;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000462000;1751.2733741;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
8200000465000;1477.0980887;2;2;;;;0;0;0;3;5;;;;3;5;2;;2;0;2
8200000468000;2372.5319141;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000511000;2288.7838058;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000512000;1243.9988545;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;4
8200000513000;6950.9813155;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000514000;2987.3634226;2;2;;;;0;0;0;1;1;;;;1;1;2;;2;0;4
8200000515000;4233.3802334;2;2;;;;1;0;0;2;1;1;;;2;1;2;;2;1;4
8200000518000;2209.3149129;1;2;;;;1;0;0;1;1;1;;;0;1;2;;1;1;4
8200000521000;1593.7930397;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000522000;1523.5675836;2;2;;;;0;0;0;3;2;;;;2;2;2;;2;0;2
8200000523000;3842.7985931;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
8200000524000;6247.0013856;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000531000;3173.9024149;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000532000;1613.2256466;3;2;;;;0;0;0;2;0;;;;0;;2;;3;0;1
8200000533000;2244.4982049;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000535000;4232.8003694;3;2;;;;0;0;0;1;1;;;;0;0;2;;3;0;4
8200000538000;1386.5467346;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;2
8200000543000;6088.0900668;0;;;;;0;0;0;0;0;;;;;;2;;0;0;9
8200000544000;2619.6410581;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;9
8200000545000;1127.7936217;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
8200000548000;2488.3648217;0;;;;;0;0;0;2;0;;;;2;;2;;0;0;1
8200000551000;2820.4967343;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200000554000;2675.8728077;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000555000;2188.9760039;2;2;;;;0;0;0;0;2;;;;;2;2;;2;0;1
8200000562000;1634.0337866;1;2;;;;1;0;0;1;0;1;;;1;;2;;1;1;1
8200000564000;3004.9423372;1;2;;;;0;0;1;0;0;;;1;;;2;;1;0;9
8200000611000;2973.667666;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200000612000;966.38698108;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000614000;11404.201853;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000618000;1217.4384996;0;;;;;0;0;0;0;3;;;;;1;1;1;0;0;1
8200000621000;5653.3551285;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
8200000622000;1396.1887533;2;2;;;;0;0;0;1;2;;;;0;2;2;;2;0;1
8200000623000;1790.7034727;0;;;;;0;0;0;0;3;;;;;3;2;;0;0;1
8200000624000;7674.0490672;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000625000;1149.2936051;3;2;;;;0;0;0;1;0;;;;0;;2;;3;0;4
8200000633000;3069.8560208;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200000634000;10007.453081;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
8200000635000;1340.0973237;2;2;;;;0;0;0;3;0;;;;1;;2;;2;0;1
8200000638000;1910.1394801;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000642000;1104.1446687;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000643000;3644.7222226;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000644000;5848.169833;2;2;;;;0;1;0;0;0;;0;;;;2;;2;0;4
8200000645000;1232.9840511;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000648000;1328.7282292;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000651000;2937.705882;1;2;;;;0;1;0;2;1;;1;;0;0;2;;1;1;2
8200000652000;1632.2721032;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000653000;2453.0903938;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
8200000654000;3060.3202658;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;1
8200000655000;1321.7988087;2;1;1;0;0;1;0;0;1;2;1;;;1;2;2;;1;1;2
8200000658000;1643.2722323;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
8200000661000;2212.7956977;1;2;;;;0;0;0;0;2;;;;;0;1;2;1;0;1
8200000662000;1252.8128627;2;2;;;;0;0;0;2;3;;;;2;3;2;;2;0;9
8200000663000;3064.3668386;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000665000;3161.226366;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
8200000711000;3316.7029346;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000712000;2713.4343413;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
8200000714000;1658.8149631;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
8200000715000;1441.9595662;2;2;;;;0;0;0;4;2;;;;0;0;2;;2;0;2
8200000718000;1205.844598;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000725000;1048.6122678;2;2;;;;0;0;0;3;2;;;;0;0;2;;2;0;4
8200000731000;3888.4830586;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
8200000734000;5194.0961058;1;2;;;;1;0;0;2;4;1;;;2;2;2;;1;1;4
8200000735000;1049.2340711;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;4
8200000738000;1210.498576;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200000741000;3243.2443393;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000743000;3946.0382919;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000744000;8054.402742;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000745000;1062.5744149;2;2;;;;1;0;0;0;0;1;;;;;2;;2;1;4
8200000748000;1231.2910377;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000751000;3308.4926914;1;2;;;;0;0;0;2;0;;;;0;;2;;1;0;2
8200000754000;1995.1745743;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
8200000755000;2350.0738436;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000761000;2412.4014091;1;2;;;;1;0;0;2;3;1;;;2;3;2;;1;1;2
8200000765000;1318.3190646;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;3
8200000768000;1151.4260908;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
8200000811000;4695.4089158;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
8200000812000;1613.0492031;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
8200000814000;2559.3234389;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
8200000815000;1225.6352438;2;2;;;;0;0;0;2;2;;;;0;0;2;;2;0;3
8200000818000;1365.8754238;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
8200000821000;2331.4685003;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;9
8200000822000;1102.1731719;4;2;;;;0;0;0;2;0;;;;0;;2;;4;0;2
8200000824000;6252.6027418;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000825000;1325.5107263;3;2;;;;0;0;0;2;2;;;;0;0;2;;3;0;1
8200000831000;1696.5149008;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200000833000;1679.81949;0;;;;;0;0;0;1;0;;;;1;;2;;0;0;1
8200000838000;682.51962557;0;;;;;0;0;0;0;0;;;;;;2;;0;0;2
8200000841000;3020.2585382;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
8200000842000;2960.6479011;2;2;;;;1;0;1;0;2;1;;1;;2;2;;2;1;1
8200000845000;1661.3985771;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;4
8200000848000;1364.3183196;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;1
8200000851000;974.38373533;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000852000;1650.3415172;2;2;;;;0;0;0;1;2;;;;1;2;2;;2;0;2
8200000854000;1923.1189928;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200000855000;2245.7909708;4;2;;;;1;0;0;5;1;0;;;0;0;2;;4;0;4
8200000863000;3143.7153745;0;;;;;0;1;0;1;0;;0;;1;;1;2;0;0;1
8200000864000;1251.7701464;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000865000;1783.0791624;3;2;;;;1;0;0;1;0;1;;;1;;2;;3;1;2
8200000911000;2344.1703204;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;9
8200000912000;1235.3601029;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200000913000;3034.4597328;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000914000;2367.5007688;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000915000;1105.9681106;2;2;;;;0;0;0;3;1;;;;2;1;2;;2;0;2
8200000921000;2016.2944566;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;9
8200000922000;1547.2075304;5;1;1;0;0;1;0;0;0;0;1;;;;;2;;4;1;4
8200000924000;1952.3058345;1;2;;;;0;0;0;4;0;;;;4;;1;2;1;0;1
8200000925000;1159.447211;2;2;;;;0;0;0;4;2;;;;4;0;2;;2;0;1
8200000928000;1575.890738;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000931000;4399.1912928;0;;;;;0;0;0;1;0;;;;0;;2;;0;0;1
8200000932000;2062.0115908;2;2;;;;0;0;0;2;3;;;;2;1;2;;2;0;3
8200000934000;1219.2097992;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;1
8200000935000;1255.4040595;2;2;;;;2;1;0;9;2;0;1;;8;2;2;;2;1;2
8200000941000;4145.385475;1;2;;;;0;0;0;0;1;;;;;0;2;;1;0;1
8200000942000;2439.0182946;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;2
8200000945000;1234.7642858;3;2;;;;0;1;0;2;0;;0;;2;;2;;3;0;2
8200000948000;1966.1855298;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000951000;684.68235292;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
8200000952000;1728.2078498;3;1;1;0;0;1;0;0;0;1;1;;;;1;2;;2;1;9
8200000953000;3752.6806723;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000954000;1803.6091733;2;2;;;;1;0;0;3;0;0;;;0;;2;;2;0;2
8200000955000;2028.2045736;2;2;;;;1;0;0;2;0;0;;;0;;2;;2;0;3
8200000958000;1809.876286;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000962000;1306.319837;4;2;;;;1;0;0;2;2;1;;;2;2;2;;4;1;1
8200000963000;2051.6688065;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200000964000;3604.7649415;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200000965000;1457.1974675;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;4
8200001012000;1808.7803959;2;2;;;;1;0;0;0;1;1;;;;1;2;;2;1;1
8200001014000;2322.3486006;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200001015000;978.98821642;2;2;;;;0;0;0;4;0;;;;2;;2;;2;0;1
8200001018000;2154.6466375;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001022000;2006.7352897;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;4
8200001025000;860.60965715;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;3
8200001031000;3793.5122725;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;4
8200001032000;1539.6978589;2;2;;;;0;0;0;2;0;;;;2;;2;;2;0;4
8200001041000;3336.2316265;2;2;;;;0;0;0;3;0;;;;1;;2;;2;0;3
8200001042000;2234.0664227;3;2;;;;0;0;0;2;1;;;;2;1;2;;3;0;9
8200001043000;4054.5567565;0;;;;;0;0;0;0;0;;;;;;1;2;0;0;1
8200001044000;2124.4584964;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001048000;1289.4589804;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001051000;1547.6771821;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;4
8200001052000;1453.4367423;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;4
8200001053000;1400.4801243;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001054000;2252.3343054;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001055000;1079.1361632;3;2;;;;0;0;0;1;0;;;;0;;2;;3;0;3
8200001062000;1581.4712627;2;2;;;;1;0;0;2;2;1;;;2;2;2;;2;1;1
8200001065000;1364.0554537;2;2;;;;0;0;0;3;2;;;;0;0;2;;2;0;4
8200001068000;1900.6374271;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001114000;1432.8972776;2;2;;;;0;0;0;3;0;;;;3;;2;;2;0;1
8200001118000;1347.3926752;1;2;;;;0;0;0;3;1;;;;3;1;2;;1;0;1
8200001122000;2124.6611465;2;2;;;;0;0;0;4;0;;;;4;;2;;2;0;1
8200001123000;2705.6712699;0;;;;;0;0;0;0;0;;;;;;2;;0;0;3
8200001124000;3471.1096083;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200001125000;1382.2513563;3;2;;;;0;0;0;1;0;;;;1;;2;;3;0;1
8200001131000;1897.4947834;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001132000;1557.7772595;3;2;;;;0;0;1;3;0;;;1;2;;2;;3;0;2
8200001134000;1790.2356104;2;2;;;;0;0;0;3;2;;;;0;0;2;;2;0;2
8200001138000;1818.0294271;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;1
8200001145000;1753.1918829;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;2
8200001148000;1021.4559417;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001151000;2227.2310846;2;1;1;0;0;0;0;1;0;0;;;1;;;2;;1;0;4
8200001152000;1880.8896489;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;4
8200001153000;4024.8778106;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001154000;3019.877571;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001155000;1725.653492;2;2;;;;0;0;0;1;1;;;;0;0;2;;2;0;2
8200001158000;2025.0939039;1;2;;;;0;0;0;0;2;;;;;2;2;;1;0;1
8200001161000;2211.4719617;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
8200001163000;2831.8966529;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001164000;1899.7659326;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;2
8200001165000;1446.3106761;1;2;;;;0;0;0;0;2;;;;;0;2;;1;0;4
8200001168000;1933.1963513;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001212000;2716.264869;2;2;;;;1;1;0;4;0;1;1;;2;;2;;2;2;4
8200001213000;4455.0540776;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001214000;2833.5354168;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001215000;1602.7627871;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
8200001222000;1186.7713883;2;2;;;;0;0;0;0;1;;;;;1;2;;2;0;4
8200001225000;868.74856151;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
8200001238000;1052.8494572;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001241000;3264.8539803;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001242000;1351.8303525;3;2;;;;0;0;0;0;0;;;;;;2;;3;0;4
8200001244000;1692.795653;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001245000;994.31799275;2;2;;;;0;0;0;3;1;;;;3;1;2;;2;0;2
8200001251000;2336.125741;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
8200001252000;1932.3193375;2;2;;;;0;0;0;2;1;;;;2;1;2;;2;0;9
8200001253000;3966.2742527;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001255000;2421.2356898;3;2;;;;0;0;0;2;2;;;;2;2;2;;3;0;1
8200001258000;1447.9740108;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001261000;2700.7887678;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001262000;1851.5690441;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001263000;1806.9918408;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001264000;1659.3884757;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
8200001268000;1772.7402058;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001312000;1406.8297376;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;4
8200001313000;2155.9200925;0;;;;;0;0;0;1;0;;;;0;;2;;0;0;4
8200001318000;1660.1247717;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001321000;2356.2660981;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001322000;1042.5312742;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
8200001323000;3427.3423837;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001325000;1612.7672041;2;2;;;;0;0;0;1;0;;;;1;;2;;2;0;1
8200001331000;2797.6833701;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;3
8200001332000;2427.3458788;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
8200001334000;1700.2467619;1;2;;;;0;0;0;1;0;;;;0;;2;;1;0;4
8200001338000;546.46849102;1;2;;;;0;0;0;0;2;;;;;2;2;;1;0;1
8200001341000;3315.2365459;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200001342000;2025.8243477;1;2;;;;0;0;0;2;1;;;;0;0;2;;1;0;4
8200001344000;1725.0178408;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;3
8200001352000;1672.6413654;2;2;;;;1;0;0;1;1;0;;;1;1;2;;2;0;2
8200001353000;4243.9486383;2;1;1;0;0;0;0;0;1;0;;;;1;;2;;1;0;2
8200001354000;3611.5634122;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;1
8200001355000;2212.1122489;1;2;;;;0;0;0;1;0;;;;1;;2;;1;0;1
8200001358000;1648.6599917;0;;;;;0;0;0;0;1;;;;;1;2;;0;0;1
8200001363000;1449.7238331;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001364000;3012.6857339;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;3
8200001365000;1509.2628377;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;1
8200001368000;513.45693208;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001411000;3157.2699393;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200001412000;1972.9854466;2;2;;;;1;0;0;1;0;1;;;1;;2;;2;1;1
8200001418000;1228.5839559;1;2;;;;0;0;0;0;1;;;;;1;2;;1;0;1
8200001421000;3844.8608461;2;2;;;;1;1;0;2;0;1;1;;2;;2;;2;2;2
8200001423000;4807.8197464;2;2;;;;0;0;0;2;2;;;;2;2;2;;2;0;1
8200001425000;1244.4777041;2;2;;;;0;0;0;2;1;;;;1;1;2;;2;0;2
8200001432000;1479.972762;2;2;;;;0;0;0;1;0;;;;0;;2;;2;0;2
8200001433000;2088.2107198;0;;;;;0;0;0;0;0;;;;;;2;;0;0;4
8200001435000;1873.1355987;2;2;;;;0;0;0;3;1;;;;3;1;2;;2;0;1
8200001441000;2906.5947687;2;2;;;;1;0;0;4;0;0;;;4;;2;;2;0;2
8200001442000;1547.0607073;2;2;;;;0;0;0;2;0;;;;0;;2;;2;0;3
8200001443000;3719.3043715;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001445000;2238.7585446;2;2;;;;0;0;0;1;2;;;;1;2;2;;2;0;3
8200001453000;1834.9757279;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;2
8200001454000;3257.2750042;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;9
8200001455000;1239.2958781;3;2;;;;0;0;0;3;0;;;;0;;2;;3;0;4
8200001458000;3303.4851113;1;2;;;;0;0;0;0;3;;;;;0;2;;1;0;1
8200001461000;2568.3904398;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;1
8200001462000;1655.8860199;0;;;;;0;0;1;0;0;;;1;;;2;;0;0;4
8200001464000;2733.6094449;1;2;;;;0;0;0;0;0;;;;;;2;;1;0;4
8200001468000;634.46557186;0;;;;;0;0;0;0;0;;;;;;2;;0;0;1
8200001511000;1019.6366618;2;2;;;;0;0;0;0;0;;;;;;2;;2;0;3
