IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_velo;KVELOCAT;KVELOLDD;KVELOBTP;KVELOFREQ;KVELOQUI;KVELOUTIL_FLAG;KVELOUTIL_A;KVELOUTIL_B;KVELOUTIL_C;KVELOUTIL_D;KVPARKVELO;KVKM1SEM
730000522500021;7300005225000;21;1058.5238125;2;2;2;5;2;1;0;1;0;0;4;
730000524500022;7300005245000;22;971.72768717;2;2;2;4;21;1;1;1;0;0;4;0
730000524500021;7300005245000;21;971.72768717;1;2;2;4;4;1;1;1;0;0;4;0
730000542500022;7300005425000;22;880.97818483;2;2;2;2;2;1;1;1;0;0;1;30
730000542500021;7300005425000;21;880.97818483;2;2;2;2;1;1;1;1;0;0;1;30
740000011100021;7400000111000;21;2488.5064616;4;2;2;6;1;1;0;1;0;0;1;
740000011100022;7400000111000;22;2488.5064616;3;2;2;6;2;1;0;1;0;0;1;
740000011400022;7400000114000;22;865.32771511;4;2;2;3;1;1;0;0;0;1;4;10
740000011400021;7400000114000;21;865.32771511;3;2;2;3;1;1;1;1;0;0;4;100
740000011500021;7400000115000;21;960.27642921;1;2;2;6;3;1;1;0;0;0;4;
740000011500022;7400000115000;22;960.27642921;1;2;2;6;4;1;1;0;0;0;4;
740000011500023;7400000115000;23;960.27642921;4;2;2;6;4;1;0;1;0;0;4;
740000013200021;7400000132000;21;1512.4309222;2;2;2;3;1;1;0;1;0;0;4;0
740000013500021;7400000135000;21;998.18496414;1;2;2;6;3;1;0;1;0;0;4;
740000013500023;7400000135000;23;998.18496414;4;2;2;1;2;1;0;0;1;0;4;15
740000013500022;7400000135000;22;998.18496414;2;2;2;3;1;1;1;0;0;0;4;12
740000022500021;7400000225000;21;1225.8851067;1;2;1;5;1;1;0;1;0;0;4;
740000022500022;7400000225000;22;1225.8851067;1;2;1;5;4;1;0;1;0;0;4;
740000025200021;7400000252000;21;494.5633977;1;2;2;6;1;1;0;1;0;0;1;
740000026400021;7400000264000;21;2596.8791694;1;2;2;6;1;1;0;1;0;1;7;
740000026400022;7400000264000;22;2596.8791694;1;2;2;6;2;1;0;1;0;1;7;
740000031400021;7400000314000;21;1727.2394332;1;2;2;5;3;1;0;1;0;1;1;
740000032400021;7400000324000;21;2562.5422675;1;2;2;6;1;1;0;1;0;0;7;
740000035200021;7400000352000;21;477.78515875;1;2;2;6;1;1;1;1;0;0;1;
740000035200022;7400000352000;22;477.78515875;1;2;2;6;2;1;0;1;0;0;1;
740000041200021;7400000412000;21;1362.5873909;1;2;2;6;2;1;0;1;0;0;1;
740000041200022;7400000412000;22;1362.5873909;2;2;2;6;3;1;0;1;0;0;1;
740000041500021;7400000415000;21;1796.5853862;3;2;2;2;1;1;1;1;0;0;3;50
740000043100021;7400000431000;21;1498.0951412;1;2;2;2;2;1;0;1;0;0;4;0
740000043400021;7400000434000;21;1869.5061081;2;2;2;6;1;1;1;0;1;1;4;
740000043500021;7400000435000;21;1215.8196295;1;2;2;1;3;1;1;1;1;0;1;0
740000045200021;7400000452000;21;315.90807118;2;2;2;5;1;1;1;0;1;1;1;
740000053200021;7400000532000;21;1051.1547588;1;2;2;3;2;1;1;1;0;0;4;0
740000053200022;7400000532000;22;1051.1547588;1;2;2;3;2;1;1;1;0;0;4;0
740000054400021;7400000544000;21;2296.9322723;2;2;2;6;1;1;0;1;0;0;1;
740000055200021;7400000552000;21;410.8696481;3;2;2;1;1;1;1;0;0;0;4;200
740000056500021;7400000565000;21;2477.6396525;1;2;2;6;2;1;0;1;0;0;5;
740000061200022;7400000612000;22;938.30632345;1;2;2;6;2;1;1;1;0;0;1;
740000061200023;7400000612000;23;938.30632345;1;2;2;6;3;1;1;1;0;0;1;
740000061200024;7400000612000;24;938.30632345;1;2;2;6;4;1;1;1;0;0;1;
740000061200021;7400000612000;21;938.30632345;1;2;2;4;1;1;1;1;0;0;1;8
740000063500023;7400000635000;23;1421.0311204;1;2;2;6;2;1;0;1;0;0;3;
740000063500021;7400000635000;21;1421.0311204;1;2;2;2;1;1;1;0;0;0;3;80
740000063500022;7400000635000;22;1421.0311204;3;2;2;3;1;1;1;0;0;0;3;50
740000065100021;7400000651000;21;1493.7852584;2;2;2;6;1;1;0;1;0;0;1;
740000075100021;7400000751000;21;1955.0717766;1;2;2;3;1;1;1;1;0;0;4;0
740000076200021;7400000762000;21;1243.9105185;2;2;2;6;1;1;0;1;0;0;4;
740000076200022;7400000762000;22;1243.9105185;1;2;2;6;3;1;0;1;0;0;4;
740000076200023;7400000762000;23;1243.9105185;4;2;2;6;2;1;0;1;0;0;4;
740000081100021;7400000811000;21;2246.9411819;1;2;2;2;1;1;1;1;1;0;4;6
740000081100022;7400000811000;22;2246.9411819;1;2;2;2;2;1;1;1;1;0;4;10
740000083200022;7400000832000;22;1810.8472434;3;2;2;6;1;1;1;0;0;0;1;
740000083200024;7400000832000;24;1810.8472434;1;2;2;6;1;1;1;0;0;0;1;
740000083200021;7400000832000;21;1810.8472434;3;2;2;2;1;1;1;0;0;0;1;100
740000083200025;7400000832000;25;1810.8472434;2;2;2;2;2;1;0;1;0;0;1;10
740000083200023;7400000832000;23;1810.8472434;1;2;2;3;1;1;1;0;0;0;1;35
740000083500022;7400000835000;22;799.79940252;1;2;2;6;1;1;0;1;0;0;4;
740000083500023;7400000835000;23;799.79940252;1;2;2;6;2;1;0;1;0;0;4;
740000083500021;7400000835000;21;799.79940252;1;2;2;4;2;1;0;1;0;0;4;0
740000084100021;7400000841000;21;1884.5375215;1;2;2;3;1;1;0;1;0;0;3;4
740000085200021;7400000852000;21;1400.5143166;4;2;2;6;1;1;0;1;0;0;1;
740000085200022;7400000852000;22;1400.5143166;1;2;2;5;2;1;0;1;0;0;1;
740000085200023;7400000852000;23;1400.5143166;1;2;2;6;3;1;0;1;0;0;1;
740000085200024;7400000852000;24;1400.5143166;1;2;2;1;4;1;1;1;0;0;1;0
740000091200021;7400000912000;21;1326.692725;1;2;2;6;21;1;1;0;0;0;1;
740000091200022;7400000912000;22;1326.692725;1;2;2;6;21;1;1;0;0;0;1;
740000091500021;7400000915000;21;1298.9368536;1;2;2;3;1;1;1;0;0;0;1;20
740000093100021;7400000931000;21;1628.587063;2;2;2;3;1;1;0;1;0;0;1;3
740000093500021;7400000935000;21;875.64305761;1;2;2;5;1;1;0;1;0;0;4;
740000093500022;7400000935000;22;875.64305761;4;2;1;4;2;1;0;1;0;0;4;10
740000095200021;7400000952000;21;1052.9804198;3;2;2;6;2;1;1;0;0;0;1;
740000095200022;7400000952000;22;1052.9804198;1;2;2;6;1;1;0;1;0;0;1;
740000096200021;7400000962000;21;764.54199822;1;2;2;3;2;1;1;0;0;0;4;30
740000101200022;7400001012000;22;2305.9069516;3;2;2;6;3;1;0;1;0;0;3;
740000101200023;7400001012000;23;2305.9069516;3;2;2;6;3;1;0;1;0;0;3;
740000101200021;7400001012000;21;2305.9069516;1;2;2;3;2;1;0;1;0;0;3;0
740000101500021;7400001015000;21;1328.4052333;1;2;2;5;1;1;1;0;0;0;1;
740000102200021;7400001022000;21;771.57662945;1;2;2;6;1;1;1;1;0;0;4;
740000102200022;7400001022000;22;771.57662945;2;2;2;6;2;1;1;1;0;0;4;
740000103500021;7400001035000;21;1690.8856488;1;2;2;2;1;1;1;0;0;0;1;32
740000105100021;7400001051000;21;2582.1074427;1;2;2;3;1;1;1;0;0;0;1;10
740000111200021;7400001112000;21;891.93582849;1;2;2;6;3;1;0;1;0;0;1;
740000121500022;7400001215000;22;1039.1209997;4;2;2;6;2;1;0;1;0;0;1;
740000121500021;7400001215000;21;1039.1209997;3;2;2;4;1;1;1;0;0;0;1;0
740000123500021;7400001235000;21;1271.4030277;1;2;2;1;3;1;1;1;0;0;2;15
740000123500022;7400001235000;22;1271.4030277;1;2;2;1;4;1;1;1;0;0;2;12
740000131200021;7400001312000;21;942.03359796;6;2;2;6;1;1;0;1;0;0;1;
740000131200022;7400001312000;22;942.03359796;2;2;2;6;2;1;0;1;0;0;1;
740000133200021;7400001332000;21;2274.9310348;3;2;2;4;2;1;1;0;0;0;4;0
740000155200021;7400001552000;21;2119.2689259;3;2;2;3;2;1;1;0;0;0;4;27
740000155200022;7400001552000;22;2119.2689259;1;2;2;3;1;1;0;1;0;0;4;10
740000185200021;7400001852000;21;1060.5449214;1;2;2;6;1;1;0;1;0;0;1;
740000185200022;7400001852000;22;1060.5449214;1;2;2;5;2;1;1;1;0;0;1;
740000195200021;7400001952000;21;1193.6888863;2;2;2;6;1;1;0;1;0;0;3;
740000195200022;7400001952000;22;1193.6888863;1;2;2;6;2;1;0;1;0;0;3;
740000235200021;7400002352000;21;2329.7843821;1;2;2;6;1;1;0;1;0;0;3;
820000012100022;8200000121000;22;2817.960027;1;2;2;5;3;1;0;1;0;0;4;
820000012100021;8200000121000;21;2817.960027;1;2;2;3;2;1;0;1;0;0;4;0
820000012200022;8200000122000;22;945.38144721;1;2;2;1;4;1;0;1;0;0;4;0
820000012200021;8200000122000;21;945.38144721;3;2;2;4;1;1;1;0;0;0;4;50
820000013100022;8200000131000;22;3556.8425091;1;2;2;6;2;1;0;1;0;0;5;
820000013100021;8200000131000;21;3556.8425091;1;2;2;4;1;1;0;1;0;1;4;0
820000015400021;8200000154000;21;2822.4861293;2;2;2;6;1;1;1;1;0;0;3;
820000015800021;8200000158000;21;2263.1087876;2;2;2;6;1;1;0;0;0;1;1;
820000016100021;8200000161000;21;1239.0580287;4;2;2;6;1;1;1;1;0;0;3;
820000016100022;8200000161000;22;1239.0580287;4;2;2;5;2;1;1;1;0;0;3;
820000016200021;8200000162000;21;1439.7660528;1;2;2;6;1;1;0;1;0;0;4;
820000016200022;8200000162000;22;1439.7660528;1;2;2;6;2;1;0;1;0;0;4;
820000016400022;8200000164000;22;1361.2807659;4;2;2;6;1;1;0;0;1;0;1;
820000016400021;8200000164000;21;1361.2807659;1;2;2;1;2;1;1;0;1;0;1;90
820000022300021;8200000223000;21;5641.0254872;3;2;2;1;4;1;0;1;0;0;3;40
820000022300022;8200000223000;22;5641.0254872;3;2;2;1;4;1;0;1;0;0;3;5
820000022300023;8200000223000;23;5641.0254872;3;2;2;1;4;1;0;1;0;0;3;10
820000022500022;8200000225000;22;1639.0692604;1;2;2;6;2;1;1;0;0;0;4;
820000022500021;8200000225000;21;1639.0692604;2;2;2;3;1;1;1;1;0;0;4;25
820000023200021;8200000232000;21;1261.6340467;2;2;2;4;1;1;1;1;0;0;4;60
820000023200022;8200000232000;22;1261.6340467;2;2;2;4;2;1;1;1;0;0;4;60
820000023500021;8200000235000;21;1729.2223541;1;2;2;5;1;1;1;0;0;0;4;
820000023500022;8200000235000;22;1729.2223541;4;2;1;5;2;1;0;1;0;0;4;
820000024400022;8200000244000;22;2998.7869614;4;2;2;5;1;1;0;1;0;0;4;
820000024400021;8200000244000;21;2998.7869614;4;2;2;3;1;1;0;1;1;0;4;0
820000024500021;8200000245000;21;1587.9165001;1;2;2;4;3;1;0;0;1;0;4;20
820000025500022;8200000255000;22;2172.9517352;3;2;2;6;1;1;1;0;0;0;4;
820000025500021;8200000255000;21;2172.9517352;3;2;2;3;3;1;1;0;0;0;3;60
820000026200021;8200000262000;21;1298.0193421;1;2;2;6;1;1;1;1;0;0;4;
820000031100021;8200000311000;21;2566.029727;1;2;2;5;1;1;1;0;0;0;1;
820000031100022;8200000311000;22;2566.029727;3;2;2;1;1;1;1;0;0;0;1;219
820000031500022;8200000315000;22;1341.9531373;4;2;2;1;2;1;0;1;0;1;1;30
820000031500021;8200000315000;21;1341.9531373;4;2;2;4;1;1;0;0;0;1;1;0
820000031800021;8200000318000;21;2115.9388405;1;2;2;6;1;1;1;0;0;0;5;
820000033800021;8200000338000;21;2078.7172497;4;2;2;3;1;1;0;1;0;1;5;5
820000035200021;8200000352000;21;1058.5116987;4;2;2;6;2;1;1;1;0;0;3;
820000035500022;8200000355000;22;2098.1724756;1;2;2;6;4;1;0;1;0;0;4;
820000035500023;8200000355000;23;2098.1724756;3;2;2;6;1;1;1;0;0;0;4;
820000035500024;8200000355000;24;2098.1724756;3;2;2;6;2;1;1;0;0;0;4;
820000035500021;8200000355000;21;2098.1724756;1;2;2;4;3;1;1;0;0;0;4;0
820000042200021;8200000422000;21;1523.8351254;2;2;2;5;2;1;1;1;1;1;2;
820000042200022;8200000422000;22;1523.8351254;2;2;2;5;2;1;1;1;1;1;2;
820000042500021;8200000425000;21;1102.6360897;3;2;2;6;1;1;0;1;0;0;1;
820000043200021;8200000432000;21;1776.7083706;1;2;2;4;3;1;0;1;0;0;4;0
820000043500021;8200000435000;21;4922.0969568;1;2;2;3;1;1;0;1;0;1;4;45
820000044300021;8200000443000;21;7186.0872367;2;2;2;1;1;1;0;0;1;0;5;50
820000044300022;8200000443000;22;7186.0872367;1;2;2;2;2;1;0;1;0;0;5;3
820000044400021;8200000444000;21;5479.0961458;6;2;2;4;1;1;0;1;0;0;4;0
820000044400022;8200000444000;22;5479.0961458;3;2;2;4;1;1;1;1;0;0;3;0
820000046200021;8200000462000;21;1751.2733741;4;2;2;6;2;1;0;0;0;1;4;
820000046500022;8200000465000;22;1477.0980887;3;2;2;2;1;1;1;0;0;0;3;80
820000046500021;8200000465000;21;1477.0980887;1;2;1;3;1;1;0;1;0;0;3;10
820000046500023;8200000465000;23;1477.0980887;6;2;2;4;2;1;0;1;0;1;4;0
820000051400021;8200000514000;21;2987.3634226;1;2;2;4;2;1;0;1;0;0;4;20
820000051500021;8200000515000;21;4233.3802334;1;2;2;6;1;1;0;1;0;0;4;
820000051500022;8200000515000;22;4233.3802334;1;2;2;6;2;1;0;1;0;0;4;
820000052200021;8200000522000;21;1523.5675836;1;2;2;6;1;1;0;1;0;0;4;
820000052200022;8200000522000;22;1523.5675836;1;2;2;2;2;1;0;1;0;0;4;20
820000052300021;8200000523000;21;3842.7985931;4;2;2;2;1;1;0;1;1;1;6;12
820000054800021;8200000548000;21;2488.3648217;1;2;2;6;5;1;0;1;0;0;9;
820000054800022;8200000548000;22;2488.3648217;1;2;2;6;4;1;0;1;0;0;9;
820000056200021;8200000562000;21;1634.0337866;1;2;2;3;1;1;1;0;0;0;1;1
820000063400021;8200000634000;21;10007.453081;1;2;2;4;1;1;1;1;0;0;4;0
820000063500021;8200000635000;21;1340.0973237;2;2;2;2;1;1;0;0;1;0;4;15
820000065500021;8200000655000;21;1321.7988087;3;2;2;1;1;1;1;1;1;0;1;35
820000066200021;8200000662000;21;1252.8128627;6;2;2;6;1;1;0;1;0;0;4;
820000066200022;8200000662000;22;1252.8128627;6;2;2;6;2;1;0;1;0;0;4;
820000071200021;8200000712000;21;2713.4343413;1;2;2;5;2;1;0;1;0;1;4;
820000071400021;8200000714000;21;1658.8149631;2;2;2;6;1;1;0;1;0;0;3;
820000073400022;8200000734000;22;5194.0961058;1;2;2;4;2;1;1;1;0;0;4;3
820000073400021;8200000734000;21;5194.0961058;1;2;2;4;1;1;1;1;0;0;4;0
820000076100021;8200000761000;21;2412.4014091;3;2;2;6;1;1;0;1;0;0;4;
820000076100022;8200000761000;22;2412.4014091;1;2;2;3;2;1;0;1;0;0;4;0
820000081400021;8200000814000;21;2559.3234389;4;2;2;1;1;1;0;0;0;1;3;4
820000081800021;8200000818000;21;1365.8754238;1;2;2;6;1;1;0;1;0;0;5;
820000082100021;8200000821000;21;2331.4685003;3;2;2;4;1;1;0;1;0;0;1;0
820000083300021;8200000833000;21;1679.81949;1;2;2;1;1;1;0;0;1;1;7;60
820000084100021;8200000841000;21;3020.2585382;2;2;2;2;1;1;1;1;1;1;5;0
820000085200021;8200000852000;21;1650.3415172;1;2;2;4;3;1;0;0;0;1;4;2
820000086300021;8200000863000;21;3143.7153745;1;2;2;1;2;1;1;1;1;1;2;150
820000086500021;8200000865000;21;1783.0791624;6;2;2;3;2;1;0;1;0;0;1;30
820000091500021;8200000915000;21;1105.9681106;2;2;2;6;1;1;1;1;0;0;1;
820000091500022;8200000915000;22;1105.9681106;3;2;2;6;1;1;1;0;0;0;1;
820000092400022;8200000924000;22;1952.3058345;3;2;2;1;2;1;1;1;1;1;4;80
820000092400021;8200000924000;21;1952.3058345;1;2;2;1;2;1;1;1;1;1;4;80
820000092400023;8200000924000;23;1952.3058345;4;2;2;2;3;1;0;0;1;0;4;40
820000092400024;8200000924000;24;1952.3058345;3;2;2;4;1;1;0;1;0;0;4;10
820000092500022;8200000925000;22;1159.447211;1;2;2;9;2;1;1;1;0;0;4;
820000092500024;8200000925000;24;1159.447211;1;2;2;3;4;1;1;1;0;1;4;0
820000092500021;8200000925000;21;1159.447211;1;2;2;3;1;1;1;1;0;1;4;0
820000092500023;8200000925000;23;1159.447211;1;2;2;3;3;1;1;1;0;0;4;0
820000093200021;8200000932000;21;2062.0115908;1;2;2;2;1;1;0;1;1;1;1;6
820000093200022;8200000932000;22;2062.0115908;1;2;1;3;2;1;0;1;0;1;1;7
820000093500023;8200000935000;23;2008.6464953;1;2;2;5;1;1;1;0;0;0;4;
820000093500022;8200000935000;22;2008.6464953;3;2;2;3;3;1;1;0;0;0;4;5
820000093500021;8200000935000;21;2008.6464953;3;2;2;3;1;1;1;0;0;0;4;0
820000093500024;8200000935000;24;2008.6464953;1;2;2;4;3;1;1;0;0;0;4;0
820000093500025;8200000935000;25;2008.6464953;1;2;2;4;2;1;0;1;0;0;4;0
820000094500022;8200000945000;22;1234.7642858;1;2;2;6;2;1;0;1;0;0;4;
820000094500021;8200000945000;21;1234.7642858;1;2;2;3;1;1;1;1;0;0;4;0
820000096200021;8200000962000;21;1306.319837;2;2;2;6;1;1;0;1;0;0;4;
820000096200022;8200000962000;22;1306.319837;2;2;2;6;2;1;1;1;0;0;4;
820000101500021;8200001015000;21;978.98821642;3;2;2;2;2;1;1;0;0;0;3;100
820000101500022;8200001015000;22;978.98821642;3;2;2;4;2;1;1;0;0;0;3;60
820000102500021;8200001025000;21;860.60965715;2;2;2;6;2;1;0;1;0;0;4;
820000103100021;8200001031000;21;3793.5122725;3;2;2;6;1;1;0;1;0;0;5;
820000103200021;8200001032000;21;1539.6978589;1;2;2;4;1;1;0;1;0;0;1;0
820000103200022;8200001032000;22;1539.6978589;4;2;2;4;2;1;0;1;0;0;1;0
820000104100021;8200001041000;21;3336.2316265;1;2;2;6;3;1;0;1;0;0;4;
820000104200022;8200001042000;22;2234.0664227;7;2;2;4;2;1;0;1;0;0;2;0
820000104200021;8200001042000;21;2234.0664227;4;2;1;4;1;1;0;1;0;0;2;0
820000105200021;8200001052000;21;1453.4367423;1;2;2;4;1;1;0;1;0;0;4;0
820000106200021;8200001062000;21;1581.4712627;1;2;2;6;2;1;0;1;0;0;1;
820000106200022;8200001062000;22;1581.4712627;2;2;2;5;1;1;0;1;0;0;1;
820000111400021;8200001114000;21;1432.8972776;1;2;2;6;1;1;0;1;0;0;3;
820000111400022;8200001114000;22;1432.8972776;2;2;2;5;3;1;0;1;0;0;3;
820000111400023;8200001114000;23;1432.8972776;2;2;2;3;5;1;0;1;0;0;3;3
820000111800023;8200001118000;23;1347.3926752;4;2;2;5;4;1;0;1;0;0;4;
820000111800021;8200001118000;21;1347.3926752;4;2;2;2;2;1;0;1;0;0;4;5
820000111800022;8200001118000;22;1347.3926752;4;2;2;4;3;1;0;1;0;0;4;0
820000112200023;8200001122000;23;2124.6611465;1;2;2;6;2;1;0;1;0;0;4;
820000112200024;8200001122000;24;2124.6611465;1;2;2;1;3;1;0;1;0;0;4;0
820000112200021;8200001122000;21;2124.6611465;1;2;2;2;1;1;0;0;0;1;4;0
820000112200022;8200001122000;22;2124.6611465;3;2;2;3;1;1;1;0;0;0;4;0
820000112500021;8200001125000;21;1382.2513563;6;2;2;6;1;1;0;1;0;0;3;
820000113200021;8200001132000;21;1557.7772595;1;2;2;1;1;1;0;1;0;0;7;0
820000113200022;8200001132000;22;1557.7772595;4;2;2;2;2;1;0;1;0;0;7;0
820000114500021;8200001145000;21;1753.1918829;1;2;2;2;1;1;0;0;0;1;4;10
820000115200022;8200001152000;22;1880.8896489;2;2;1;4;1;1;0;1;0;0;4;0
820000115200021;8200001152000;21;1880.8896489;1;2;1;4;2;1;0;1;0;0;4;0
820000121200021;8200001212000;21;2716.264869;1;2;2;6;1;1;1;0;0;0;4;
820000121200022;8200001212000;22;2716.264869;1;2;2;6;2;1;1;0;0;0;4;
820000122500021;8200001225000;21;868.74856151;1;2;2;6;1;1;0;1;0;0;4;
820000124500021;8200001245000;21;994.31799275;1;2;2;6;1;1;0;1;0;0;4;
820000124500022;8200001245000;22;994.31799275;2;2;2;6;3;1;0;1;0;0;4;
820000124500023;8200001245000;23;994.31799275;2;2;2;6;2;1;0;1;0;0;4;
820000125200021;8200001252000;21;1932.3193375;1;2;2;6;1;1;0;1;0;0;4;
820000125200022;8200001252000;22;1932.3193375;1;2;2;6;2;1;0;1;0;0;4;
820000125500021;8200001255000;21;2421.2356898;1;2;2;5;2;1;0;1;0;0;4;
820000125500022;8200001255000;22;2421.2356898;1;2;2;5;1;1;0;1;0;0;4;
820000132500021;8200001325000;21;1612.7672041;1;2;2;2;1;1;0;1;0;0;3;40
820000135200021;8200001352000;21;1672.6413654;1;2;1;6;1;1;0;1;0;0;1;
820000135300021;8200001353000;21;4243.9486383;2;2;2;3;1;1;0;0;1;0;3;10
820000135500021;8200001355000;21;2212.1122489;2;2;2;4;1;1;1;1;0;0;3;0
820000141200021;8200001412000;21;1972.9854466;1;2;2;6;2;1;1;0;0;0;4;
820000142100022;8200001421000;22;3844.8608461;1;2;2;1;4;1;0;1;0;0;1;30
820000142100021;8200001421000;21;3844.8608461;1;2;2;3;3;1;0;1;0;0;1;15
820000142300021;8200001423000;21;4807.8197464;1;2;2;6;1;1;0;1;0;0;4;
820000142300022;8200001423000;22;4807.8197464;2;2;2;6;2;1;0;1;0;0;4;
820000142500021;8200001425000;21;1244.4777041;1;2;2;6;1;1;0;1;0;0;3;
820000143500023;8200001435000;23;1873.1355987;1;2;2;2;3;1;0;0;1;0;4;0
820000143500021;8200001435000;21;1873.1355987;1;2;2;2;1;1;0;1;1;1;3;3
820000143500022;8200001435000;22;1873.1355987;1;2;2;4;2;1;0;1;0;1;4;0
820000144100021;8200001441000;21;2906.5947687;3;2;2;6;2;1;0;1;0;0;3;
820000144100022;8200001441000;22;2906.5947687;1;2;2;5;2;1;1;1;0;0;1;
820000144100023;8200001441000;23;2906.5947687;2;2;2;5;1;1;1;1;0;0;1;
820000144100024;8200001441000;24;2906.5947687;1;2;2;3;1;1;1;1;0;1;1;1
820000144500021;8200001445000;21;2238.7585446;1;2;2;6;2;1;0;1;0;0;4;
820000151200021;8200001512000;21;2563.3704686;1;2;2;6;2;1;1;0;0;0;4;
820000151400021;8200001514000;21;1446.9081576;2;2;2;6;1;1;1;1;0;1;4;
820000151500021;8200001515000;21;2326.8900793;1;2;2;6;2;1;1;0;0;0;3;
820000151500022;8200001515000;22;2326.8900793;2;2;2;5;1;1;0;1;0;0;3;
820000151500023;8200001515000;23;2326.8900793;6;2;1;5;2;1;0;1;0;0;3;
820000152500021;8200001525000;21;1841.628394;1;2;2;3;1;1;1;1;0;1;4;6
820000152500022;8200001525000;22;1841.628394;1;2;2;4;2;1;0;1;0;1;4;0
820000153300021;8200001533000;21;2870.9799441;1;2;2;1;1;1;1;1;0;1;2;50
820000153500021;8200001535000;21;1816.9691736;2;2;2;1;2;1;0;1;0;0;1;15
820000154200021;8200001542000;21;1833.1532291;2;2;2;5;1;1;1;1;0;0;5;
820000154800021;8200001548000;21;1324.3460208;1;2;2;6;3;1;0;1;0;0;5;
820000154800022;8200001548000;22;1324.3460208;1;2;1;3;2;1;1;1;1;1;5;10
820000155100022;8200001551000;22;2624.2168244;3;2;2;6;1;1;1;0;0;0;4;
820000155100021;8200001551000;21;2624.2168244;1;2;2;2;1;1;1;0;0;0;4;60
820000155400021;8200001554000;21;2287.5155062;1;2;2;6;2;1;1;1;0;0;4;
820000155500021;8200001555000;21;1278.6444747;3;2;2;5;1;1;0;1;0;0;1;
820000155800021;8200001558000;21;1586.2963589;4;2;2;6;2;1;0;1;0;0;5;
820000156500021;8200001565000;21;2019.0783407;1;2;2;6;1;1;0;1;0;0;3;
820000156500022;8200001565000;22;2019.0783407;1;2;2;5;2;1;0;1;0;0;3;
820000161200021;8200001612000;21;1413.6589214;1;2;2;6;3;1;0;1;0;0;4;
820000161200022;8200001612000;22;1413.6589214;1;2;2;4;4;1;0;1;0;0;4;0
820000161500021;8200001615000;21;1576.279921;2;2;1;4;1;1;0;1;0;0;4;0
820000162400021;8200001624000;21;3464.5725935;1;2;2;2;1;1;0;1;0;1;3;100
820000162400022;8200001624000;22;3464.5725935;1;2;2;3;2;1;0;1;0;0;3;30
820000162500021;8200001625000;21;4560.0699792;1;2;2;6;1;1;0;1;0;0;4;
820000164500021;8200001645000;21;2436.6325505;2;2;2;5;1;1;0;1;0;0;1;
820000164500022;8200001645000;22;2436.6325505;2;2;2;1;2;1;0;0;0;1;1;28
820000164500024;8200001645000;24;2436.6325505;2;2;2;1;3;1;0;0;1;0;1;100
820000164500023;8200001645000;23;2436.6325505;3;2;2;3;2;1;1;0;0;0;1;100
820000164500025;8200001645000;25;2436.6325505;3;2;2;3;3;1;1;0;0;0;1;100
820000165300021;8200001653000;21;2372.9228824;4;2;2;3;1;1;0;1;0;1;5;0
820000165500021;8200001655000;21;986.72743449;2;2;2;6;1;1;0;1;0;0;4;
820000166500023;8200001665000;23;3276.3477267;4;2;2;3;1;1;0;1;0;0;4;5
820000166500021;8200001665000;21;3276.3477267;1;2;2;3;1;1;0;1;0;0;3;0
820000166500022;8200001665000;22;3276.3477267;1;2;2;3;3;1;0;1;0;0;3;10
820000171400021;8200001714000;21;3827.0821299;2;2;2;5;1;1;0;1;0;0;5;
820000171500021;8200001715000;21;976.2810165;1;2;2;2;1;1;0;1;0;1;1;6
820000171500022;8200001715000;22;976.2810165;1;2;2;3;2;1;0;1;0;0;1;10
820000171500023;8200001715000;23;976.2810165;1;2;2;3;3;1;0;1;0;0;1;10
820000172100021;8200001721000;21;2223.846627;1;2;2;6;1;1;0;1;0;0;4;
820000176200021;8200001762000;21;1674.4527581;1;2;2;6;3;1;0;1;0;1;4;
820000176200022;8200001762000;22;1674.4527581;1;2;2;6;1;1;0;1;0;1;3;
820000176200023;8200001762000;23;1674.4527581;4;2;2;6;2;1;0;1;0;0;4;
820000176500021;8200001765000;21;1967.7087603;4;2;2;4;1;1;0;1;0;0;4;0
820000181500021;8200001815000;21;2516.9379033;1;2;2;5;2;1;1;1;0;0;3;
820000181500022;8200001815000;22;2516.9379033;1;2;2;5;2;1;1;1;0;0;3;
820000181500024;8200001815000;24;2516.9379033;1;2;2;5;3;1;1;1;0;0;4;
820000181500023;8200001815000;23;2516.9379033;4;2;2;4;1;1;0;0;0;1;4;4
820000182400021;8200001824000;21;1943.8247534;2;2;2;2;1;1;0;1;0;0;2;5
820000183200022;8200001832000;22;1397.0115423;1;2;2;2;2;1;1;1;1;0;4;60
820000183200021;8200001832000;21;1397.0115423;2;2;2;4;1;1;0;1;0;0;4;10
820000183400021;8200001834000;21;1891.8116567;4;2;2;6;2;1;0;1;0;0;4;
820000184400022;8200001844000;22;1771.4758707;6;2;2;6;1;1;0;1;1;0;4;
820000184400021;8200001844000;21;1771.4758707;6;2;2;3;2;1;0;1;0;1;4;0
820000184500021;8200001845000;21;1260.8487082;1;2;2;6;1;1;0;1;0;0;1;
820000185400021;8200001854000;21;2504.4836782;1;2;2;1;1;1;1;1;1;0;4;0
820000186100021;8200001861000;21;1981.7895737;1;2;2;2;1;1;0;1;0;0;1;7
820000193300021;8200001933000;21;3614.5944778;3;2;2;6;3;1;0;1;0;0;5;
