IDENT_NUMVEH;IDENT_MEN;NUM_VEH;pond_veh;KVROUL;cylindree_fin;energie_fin;energie_agrege;hybride;energie_statinfo;energie_CritAir;critair;puis_fisc_fin;ANNEE_1mec;age;ANNEE_acq;dur_acq;KVAQUIV;KVAQUINO01;KVAQUINO02;KVAQUINO03;KVAQUINO04;KVAQUINO05;KVAQUINO06;KVAQUINO07;KVAQUINO08;KVAQUINO09;KVAQUINO10;KVAQUINO11;KVAQUINO12;KVAQUINO13;KVAQUINO14;KVAQUINO15;KVAQUINO16;KVAQUINO17;KVAQUINO18;KVAQUINO19;KVAQUINO20;KVAQUINO21;KVQUICONV01;KVQUICONV02;KVQUICONV03;KVQUICONV04;KVQUICONV05;KVQUICONV06;KVQUICONV07;KVQUICONV08;KVQUICONV09;KVQUICONV10;KVQUICONV11;KVQUICONV12;KVQUICONV13;KVQUICONV14;KVQUICONV15;KVQUICONV16;KVQUICONV17;KVQUICONV18;KVQUICONV19;KVQUICONV20;KVQUICONV21;KVQUI9COV;KVQUICONPV;KVKMV;indic_km_corr;KVKMVT;KVKM1ANV;indic_km_annu_corr;KVKM1ANVT;KVCONS;KVGAREJOUR;KVGARENUIT;KVGARELEC_FLAG;KVGARELEC_A;KVGARELEC_B
930000696500003;9300006965000;03;1776.4123384;1;2.3;GO;2;;4;2;3;8;2010;107;2010;107;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;24338.867028;INTERPO;1;947.8681528;INTERPO;1;8;2;2;1;0;0
930000696500002;9300006965000;02;1776.4123384;1;1.2;ES;1;;2;4;1;7;2017;21;2017;21;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;19443.946729;ESTIMAT;1;10995.297602;ESTIMAT;4;7;2;2;1;0;0
930000696500001;9300006965000;01;1776.4123384;1;1.1;ES;1;;2;4;3;5;2005;163;2005;163;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;16762.302326;INTERPO;1;363.86537171;INTERPO;1;6;2;2;1;0;0
930000701400001;9300007014000;01;940.66003638;1;1.4;ES;1;;2;4;N;6;2000;212;2001;205;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;194376.3052;INTERPO;6;5737.914622;INTERPO;2;9999;1;1;1;0;0
930000701500002;9300007015000;02;2588.2460228;1;1.5;GO;2;;4;2;3;6;2009;113;2016;25;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;176845.362;INTERPO;6;19908.065023;INTERPO;5;6;4;4;1;0;0
930000701500001;9300007015000;01;2588.2460228;1;1.6;GO;2;;4;2;3;5;2006;146;2006;146;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;173815.50725;INTERPO;6;11693.418846;INTERPO;4;7;4;3;1;0;0
930000702500002;9300007025000;02;911.62398093;1;999;;2;;;;N;99;1992;317;1996;266;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;390000;ENQUETE;7;4500;ENQUETE;2;10;2;2;1;0;0
930000702500001;9300007025000;01;911.62398093;1;2;ES;1;;2;4;1;14;2014;47;2017;17;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;2;64770.399866;INTERPO;3;16586.560143;INTERPO;5;7;2;2;1;0;0
930000704500002;9300007045000;02;1206.5749414;1;1.2;ES;1;;2;4;1;5;2012;71;2012;71;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;84286.951351;INTERPO;4;13953.576867;INTERPO;4;6;1;1;1;1;0
930000704500001;9300007045000;01;1206.5749414;1;1.2;ES;1;;2;4;1;5;2014;47;2014;47;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;2;47154.238836;INTERPO;2;11937.037597;INTERPO;4;6;1;1;1;1;0
930000705400001;9300007054000;01;2351.253414;1;1.2;ES;1;;2;4;1;5;2017;25;2017;25;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;23638.23566;INTERPO;1;10995.297602;INTERPO;4;7;1;1;1;0;0
930000705500001;9300007055000;01;2806.6824908;1;1.5;GO;2;;4;2;3;6;2010;107;2018;10;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;249579.78448;INTERPO;7;15459.541989;INTERPO;5;9999;4;4;1;0;0
930000706500001;9300007065000;01;3497.4887148;1;1.6;GO;2;;4;2;2;6;2016;38;2018;9;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;56599.2;INTERPO;3;17626.883959;INTERPO;5;4.5;2;2;1;0;0
930000706500002;9300007065000;02;3497.4887148;1;1;ES;1;;2;4;N;4;1989;351;2001;214;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;210000;ENQUETE;7;646.38560284;ESTIMAT;1;9999;2;2;1;0;0
930000712500001;9300007125000;01;2114.5441455;1;1.2;ES;1;;2;4;1;7;2017;14;2017;14;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;13050.171616;ESTIMAT;1;11007.145983;ESTIMAT;4;6;1;1;1;1;0
930000712500002;9300007125000;02;2114.5441455;1;1.5;EH;4;Hybride non rechargeable;5;4;1;3;2014;46;2014;46;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;1;2;22235.768506;INTERPO;1;5696.3183266;INTERPO;2;5.2;1;2;1;0;0
930000713400001;9300007134000;01;3348.8980244;1;1.2;ES;1;;2;4;1;4;2011;91;2013;59;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;35022.214188;INTERPO;2;4552.7899045;INTERPO;2;9999;2;2;1;0;0
930000713500001;9300007135000;01;2025.617966;1;0.9;ES;1;;2;4;1;5;2016;22;2017;20;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;12302.209194;INTERPO;1;11027.819167;INTERPO;4;7.8;1;1;1;1;0
930000714500002;9300007145000;02;1232.2548102;1;1;ES;1;;2;4;1;4;2012;77;2012;77;1;1;;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;4;1;43739.168724;INTERPO;2;3932.6193309;INTERPO;1;9999;4;4;1;0;0
930000714500001;9300007145000;01;1232.2548102;1;1.5;GO;2;;4;2;3;5;2008;120;2010;98;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;2;2;105092.42565;INTERPO;5;8890.8956551;INTERPO;3;9999;1;1;1;1;0
930000715400001;9300007154000;01;3430.6732589;1;1;ES;1;;2;4;1;4;2017;19;2017;19;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;17335.09725;ESTIMAT;1;10995.297602;ESTIMAT;4;5;4;4;1;0;0
930000715500001;9300007155000;01;920.25226444;1;1;ES;1;;2;4;2;4;2007;136;2007;136;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;98099.552597;INTERPO;4;6799.2551491;INTERPO;2;3;1;1;1;0;0
930000715500002;9300007155000;02;920.25226444;1;1.9;GO;2;;4;2;4;6;2004;170;2004;170;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;107253.11111;INTERPO;5;5579.0933978;INTERPO;2;6;1;1;1;0;0
930000716400001;9300007164000;01;3784.0955874;1;1.1;ES;1;;2;4;3;5;1998;244;2013;73;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;211297.91292;ESTIMAT;7;5894.819745;ESTIMAT;2;7;2;2;1;0;0
930000716400002;9300007164000;02;3784.0955874;1;2;GO;2;;4;2;4;6;2003;189;2006;156;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;226811.98673;INTERPO;7;4715.6129311;INTERPO;2;6;2;2;1;0;0
930000716500001;9300007165000;01;3036.0811056;1;1;ES;1;;2;4;1;4;2014;54;2015;43;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;15156.052731;ESTIMAT;1;3213.750333;ESTIMAT;1;9999;2;2;1;0;0
930000721500002;9300007215000;02;3298.0458482;1;1.6;GO;2;;4;2;2;6;2014;47;2015;39;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;85150.67602;INTERPO;4;20449.929249;INTERPO;6;9999;2;2;1;1;0
930000721500001;9300007215000;01;3298.0458482;1;1.9;GO;2;;4;2;3;6;2007;132;2010;92;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;124884.08738;INTERPO;5;12232.309293;INTERPO;4;9999;2;2;1;1;0
930000722500001;9300007225000;01;1826.9994593;1;;;;;;;;;.;;2005;158;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;201946.8183;INTERPO;7;7545.6443797;INTERPO;2;7;4;4;1;0;0
930000722500002;9300007225000;02;1826.9994593;1;2;GO;2;;4;2;2;6;2013;57;2017;19;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;34775.075653;INTERPO;2;6696.0178817;INTERPO;2;6;1;1;1;1;0
930000723400002;9300007234000;02;2024.8548313;1;1.9;GO;2;;4;2;4;4;2005;155;2018;8;1;1;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;4;;273772.84178;INTERPO;7;12859.454834;INTERPO;4;9999;2;2;1;0;0
930000723400003;9300007234000;03;2024.8548313;1;1.6;GO;2;;4;2;4;6;2004;170;2014;49;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;198948.89328;INTERPO;6;8783.6223638;INTERPO;3;9999;2;2;1;0;0
930000723400001;9300007234000;01;2024.8548313;1;1.9;GO;2;;4;2;5;5;1999;225;2005;162;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;227544.66667;INTERPO;7;3672.8852695;INTERPO;1;9999;2;2;1;0;0
930000723500002;9300007235000;02;2172.055838;1;1.5;GO;2;;4;2;4;4;2001;204;2010;100;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;266503.21875;INTERPO;7;4086.2890625;INTERPO;2;4;2;2;1;0;0
930000723500001;9300007235000;01;2172.055838;1;1.5;GO;2;;4;2;3;6;2008;124;2017;13;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;122439.98312;INTERPO;5;12934.64844;INTERPO;4;9999;2;2;1;0;0
930000724400001;9300007244000;01;2413.731051;1;1.1;ES;1;;2;4;1;4;2013;66;2013;66;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;34374.314993;INTERPO;2;7288.4525447;INTERPO;2;9999;4;4;1;0;0
930000731400001;9300007314000;01;2891.4711117;1;1.9;GO;2;;4;2;N;6;2005;159;2018;5;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;234832.20332;ESTIMAT;7;727.70859009;ESTIMAT;1;9999;2;2;1;0;0
930000733400001;9300007334000;01;2704.2543906;1;1;ES;1;;2;4;1;4;2017;17;2017;17;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;15389.142104;ESTIMAT;1;11007.145983;ESTIMAT;4;5;2;2;1;0;0
930000733500001;9300007335000;01;2441.7286581;1;1.6;GO;2;;4;2;3;5;2009;114;2013;66;1;4;5;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;1;5;114782.9465;INTERPO;5;12068.84206;INTERPO;4;9999;2;2;1;1;0
930000734400001;9300007344000;01;5246.1006751;1;2.1;GO;2;;4;2;2;7;2016;30;2018;6;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;49829.802673;INTERPO;2;10000;ENQUETE;4;9999;2;1;1;0;0
930000734500001;9300007345000;01;1866.9618795;1;;GO;2;;4;2;4;5;2003;184;2010;97;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;212448.67797;INTERPO;7;23445.192218;INTERPO;6;5.5;2;2;1;1;0
930000734500002;9300007345000;02;;2;;;;;;;;;.;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
930000735500001;9300007355000;01;2383.5056002;1;2.2;GO;2;;4;2;5;8;2000;221;2005;169;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;211869.7562;INTERPO;7;3600.5555252;INTERPO;1;7;4;4;1;0;0
930000735500003;9300007355000;03;2383.5056002;1;1.2;GO;2;;4;2;3;4;2008;130;2018;8;1;2;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;4;;107716.83313;INTERPO;5;3517.3841386;INTERPO;1;9999;4;4;1;0;0
930000735500002;9300007355000;02;2383.5056002;1;2;;2;;;;2;9;2012;76;.;;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;90000;ENQUETE;4;10000;ENQUETE;4;8;4;4;1;0;0
930000736500001;9300007365000;01;1798.1551519;1;;GO;2;;4;2;N;10;1987;378;2015;51;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;323901.95946;INTERPO;7;3011.977545;INTERPO;1;12;2;2;1;1;0
930000741400001;9300007414000;01;4268.2804775;1;999;;2;;;;3;5;2008;120;2016;20;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;150000;ENQUETE;6;10000;ENQUETE;4;9999;2;2;1;0;0
930000741500002;9300007415000;02;1706.2235228;1;999;;2;;;;;99;.;;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;162281.99614;IMPUTAT;6;20000;ENQUETE;6;9999;2;2;1;0;0
930000741500001;9300007415000;01;1706.2235228;1;999;GO;2;;4;2;3;6;2007;133;.;;1;3;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;240000;ENQUETE;7;15000;ENQUETE;5;9999;2;2;1;0;0
930000742500001;9300007425000;01;2663.6239246;1;1.5;GO;2;;4;2;3;5;2010;99;2010;99;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;21;45231.194199;INTERPO;2;2952.4993487;INTERPO;1;6;2;2;1;1;0
930000744500002;9300007445000;02;1825.1405702;1;1.6;;2;;;;2;6;2015;38;2017;11;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;48621.134163;IMPUTAT;2;30000;ENQUETE;6;6;2;2;1;0;0
930000744500001;9300007445000;01;1825.1405702;1;0;ES;1;;2;4;3;6;2000;217;2013;70;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;163060.63878;INTERPO;6;1113.8383382;INTERPO;1;6;2;4;1;0;0
930000745400001;9300007454000;01;1807.3642388;1;1.2;ES;1;;2;4;1;7;2017;15;2017;15;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;13526.536476;ESTIMAT;1;10995.297602;ESTIMAT;4;8;1;1;1;0;0
930000746500001;9300007465000;01;2294.480729;1;1.5;GO;2;;4;2;2;5;2013;72;2018;10;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;216330.20442;INTERPO;7;5464.9171271;INTERPO;2;9999;2;2;1;0;0
930000751400001;9300007514000;01;1930.3468703;1;999;GO;2;;4;2;5;5;1998;245;2017;16;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;200000;ENQUETE;7;3000;ENQUETE;1;9999;2;2;1;0;0
930000751500003;9300007515000;03;4571.3802602;1;2;GO;2;;4;2;3;9;2008;125;2009;110;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;99;192752.81062;INTERPO;6;12431.802493;INTERPO;4;0;2;2;1;0;0
930000751500001;9300007515000;01;4571.3802602;1;2;GO;2;;4;2;3;6;2005;151;2013;59;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;134202.9538;INTERPO;5;7810.7590759;INTERPO;2;7;2;2;1;0;0
930000751500004;9300007515000;04;4571.3802602;1;1.5;GO;2;;4;2;2;5;2014;52;2015;36;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;144147.08971;INTERPO;5;30000;ENQUETE;6;9999;2;2;1;0;0
930000751500002;9300007515000;02;4571.3802602;1;1.2;ES;1;;2;4;1;4;2016;24;2018;3;1;4;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;4;;32777.175258;INTERPO;2;8761.8289271;INTERPO;3;9999;2;2;1;0;0
930000751500005;9300007515000;05;4571.3802602;1;999;;1;;;;;5;.;;2016;29;1;3;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;4;;74761.167582;IMPUTAT;3;10000;ENQUETE;4;9999;2;2;1;0;0
930000752500001;9300007525000;01;1752.9183204;1;;;;;;;;;.;;.;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;180218.98098;ESTIMAT;6;11.861297723;INTERPO;1;4.7;4;4;1;0;0
930000752500002;9300007525000;02;1752.9183204;1;1.4;;1;;;;1;5;2012;78;2016;22;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;44000;ENQUETE;2;8354.5636426;IMPUTAT;3;6;4;4;1;0;0
930000753400001;9300007534000;01;1388.0940649;1;1.6;ES;1;;2;4;1;8;2016;29;2016;29;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;26508.509332;ESTIMAT;2;11027.819167;ESTIMAT;4;7;1;1;1;1;0
930000753500002;9300007535000;02;2080.1915543;1;2.8;GO;2;;4;2;5;9;2000;215;2004;172;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;104726.86667;INTERPO;5;1197.547619;INTERPO;1;10;1;1;1;1;0
930000753500003;9300007535000;03;2080.1915543;1;3;GO;2;;4;2;4;11;2006;141;2014;49;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;155300.19385;INTERPO;6;8061.4952719;INTERPO;3;10;1;1;1;1;0
930000753500001;9300007535000;01;2080.1915543;1;;;;;;;;;.;;2006;143;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;113972.21879;INTERPO;5;5319.3758766;INTERPO;2;4.5;1;1;1;1;0
930000754400001;9300007544000;01;4068.7124852;1;1.4;ES;1;;2;4;2;5;2008;125;2008;125;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;90873.778506;INTERPO;4;8434.7982293;INTERPO;3;9999;2;2;1;0;0
930000756400001;9300007564000;01;2390.0485562;1;1.2;ES;1;;2;4;1;4;2013;71;2013;71;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;1;29629.717808;INTERPO;2;4520.3679123;INTERPO;2;6.5;1;1;1;0;0
930000756500001;9300007565000;01;1436.0778104;1;1.2;ES;1;;2;4;1;6;2016;27;2016;27;3;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;99;24399.98037;ESTIMAT;1;11024.623154;ESTIMAT;4;7;1;1;1;1;0
930000761500002;9300007615000;02;1441.8320793;1;0.9;ES;1;;2;4;1;5;2015;31;2018;2;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;23678.057416;INTERPO;1;9011.9822283;INTERPO;3;8;3;3;1;0;0
930000761500001;9300007615000;01;1441.8320793;1;1.2;ES;1;;2;4;2;4;2009;107;2011;77;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;64771.699446;INTERPO;3;6390.533241;INTERPO;2;7;2;2;1;0;0
930000762400001;9300007624000;01;2877.1085466;1;1.2;GO;2;;4;2;2;4;2013;65;2013;65;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;2;21;20143.470668;INTERPO;1;3682.8649386;INTERPO;1;9999;2;2;1;0;0
930000762500001;9300007625000;01;2446.9719725;1;999;;2;;;;4;99;2004;164;.;;1;2;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;94746.352041;IMPUTAT;4;9415.5675887;IMPUTAT;3;9999;2;2;1;0;0
930000763400001;9300007634000;01;2171.8729862;1;1;ES;1;;2;4;2;4;2010;97;2018;5;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;17150.272031;INTERPO;1;3155.7352144;INTERPO;1;9999;2;2;1;0;0
930000764500002;9300007645000;02;2061.5092052;1;3;GO;2;;4;2;3;11;2010;106;2016;28;1;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;117186.48961;INTERPO;5;14915.993663;INTERPO;4;9;3;2;1;1;0
930000764500001;9300007645000;01;2061.5092052;1;1;ES;1;;2;4;2;4;2010;106;2010;106;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;140851.88378;INTERPO;5;11763.707717;INTERPO;4;5;2;2;1;1;0
930000766400001;9300007664000;01;2451.583903;1;1;ES;1;;2;4;2;4;2010;105;2010;105;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;43424.514286;INTERPO;2;4248.1461488;INTERPO;2;9999;2;2;1;0;0
930000766500001;9300007665000;01;3205.929322;1;1.2;ES;1;;2;4;1;5;2016;30;2018;10;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;27217.843879;INTERPO;2;11024.623154;INTERPO;4;7;1;1;1;0;0
930000771500001;9300007715000;01;1432.8466554;1;1.6;GO;2;;4;2;2;7;2016;19;2016;19;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;15408.024742;INTERPO;1;17743.930119;INTERPO;5;6.5;2;2;1;0;0
930000771500002;9300007715000;02;1432.8466554;1;1;ES;1;;2;4;1;4;2012;70;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;46001.579235;INTERPO;2;2822.2677596;INTERPO;1;9999;1;1;1;1;0
930000772400001;9300007724000;01;1949.5133698;1;1.6;GO;2;;4;2;4;6;2005;160;2006;146;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;182607.53917;INTERPO;6;8511.6685338;INTERPO;3;9999;2;2;1;0;0
930000772500002;9300007725000;02;1258.1597532;1;999;;2;;;;;99;.;;.;;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;56000;ENQUETE;3;3674.6971424;IMPUTAT;1;9999;2;2;1;0;0
930000772500001;9300007725000;01;1258.1597532;1;999;;1;;;;2;4;2009;105;.;;1;99;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;3;1;42000;ENQUETE;2;6385.9084302;IMPUTAT;2;9999;2;2;1;0;0
930000774400001;9300007744000;01;930.20264513;1;999;;;;;;;99;.;;2016;30;1;4;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;4;;;;9;;;9;9999;2;2;1;0;0
930000775400001;9300007754000;01;3694.2718886;1;999;;;;;;;4;2015;45;2015;45;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;36000;ENQUETE;2;50;ENQUETE;1;9999;1;1;1;0;0
930000775500001;9300007755000;01;1683.724143;1;1.6;GO;2;;4;2;3;6;2007;140;2017;18;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;2;105156.26606;INTERPO;5;31214.787954;INTERPO;6;9999;4;4;1;0;0
930000775500002;9300007755000;02;1683.724143;1;1.8;GO;2;;4;2;4;7;2003;190;2018;3;1;1;2;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;221519.85106;INTERPO;7;8404.0195919;INTERPO;3;9999;4;4;1;0;0
930000781500002;9300007815000;02;1143.084998;1;1.5;GO;2;;4;2;3;6;2010;97;2010;96;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;66830.871935;INTERPO;3;9764.13523;INTERPO;3;9999;3;3;1;0;0
930000781500001;9300007815000;01;1143.084998;1;1.5;GO;2;;4;2;3;5;2009;102;2012;72;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;63012.293333;INTERPO;3;6915.5333333;INTERPO;2;7;2;2;1;0;0
930000782500001;9300007825000;01;1121.9753579;1;2;GO;2;;4;2;4;5;2004;174;2004;166;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;204833.73187;INTERPO;7;9602.7008503;INTERPO;3;8;4;4;1;0;0
930000782500002;9300007825000;02;1121.9753579;1;2;GO;2;;4;2;3;10;2007;133;2011;90;1;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;4;;206165.04444;INTERPO;7;12092.309544;INTERPO;4;9999;4;4;1;0;0
930000783500001;9300007835000;01;2133.7252126;1;1.5;GO;2;;4;2;3;6;2010;100;2014;51;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;3;1;125325.4426;INTERPO;5;22038.503238;INTERPO;6;6;1;2;1;0;0
930000783500002;9300007835000;02;2133.7252126;1;1;ES;1;;2;4;2;4;2001;210;2009;117;1;1;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;3;2;158997.57381;INTERPO;6;11224.973773;INTERPO;4;7;2;2;1;0;0
930000784400002;9300007844000;02;2013.3393048;1;1.6;GO;2;;4;2;3;6;2010;99;2017;23;1;2;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;4;2;141066.28819;INTERPO;5;18979.209101;INTERPO;5;4.5;2;2;1;0;0
930000784400001;9300007844000;01;2013.3393048;1;1.7;GO;2;;4;2;5;5;1999;229;2018;6;1;1;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;4;1;348272.60913;INTERPO;7;3205.4163906;INTERPO;1;9999;2;2;1;0;0
930000784500001;9300007845000;01;2217.2191666;1;1.5;GO;2;;4;2;2;4;2016;24;2016;24;1;1;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;4;;27976.156057;INTERPO;2;17743.930119;INTERPO;5;4.7;3;2;1;1;0
