IDENT_MEN;IDENT_IND;NOIK;pond_indC;TRAVAILLE;ETUDIE;BTRAVFIX;BTRAVTEL;BTRAVNBJ;BTRAVEMPL;BTRAVELEC_FLAG;BTRAVELEC_A;BTRAVELEC_B;BPERMIS;BCARTABON;BTYP1CART;BTYP1RES_FLAG;BTYP1RES_A;BTYP1RES_B;BTYP1RES_C;BTYP1RES_D;BTYP1RES_E;BTYP1RES_F;BTYP1RES_G;BTYP2CART;BTYP2RES_FLAG;BTYP2RES_A;BTYP2RES_B;BTYP2RES_C;BTYP2RES_D;BTYP2RES_E;BTYP2RES_F;BTYP2RES_G;BTYP3CART;BTYP3RES_FLAG;BTYP3RES_A;BTYP3RES_B;BTYP3RES_C;BTYP3RES_D;BTYP3RES_E;BTYP3RES_F;BTYP3RES_G;BTYP4CART;BTYP4RES_FLAG;BTYP4RES_A;BTYP4RES_B;BTYP4RES_C;BTYP4RES_D;BTYP4RES_E;BTYP4RES_F;BTYP4RES_G;BABONNVLS;BNBVLS;BCARTPEAGE;BCARTPTYPE_FLAG;BCARTPTYPE_A;BCARTPTYPE_B;BCARTPTYPE_C;BCARTPTYPE_D;BCARTPTYPE_E;BCARTPTYPE_F;BABONNAUTOP;BAUTOPTYP;BNBAUTOP;GAGENE;GADIFFI_FLAG;GADIFFI_A;GADIFFI_B;GADIFFI_C;GADIFFI_D;GADIFFI_E;GADIFFI_F;GAGENE1CIRC;GAGENE2CIRC;GAGENE3CIRC;GAGENE4CIRC;GAGENE5CIRC;GAGENE6CIRC;GAGENE7CIRC;GAGENE8CIRC;GAGENE9CIRC;GAGENE10CIRC;GAGENE11CIRC;GAGENE12CIRC;GAGENE13CIRC;GAGENE14CIRC;GAGENE15CIRC;GAGENE16CIRC;IMMODEP_FLAG;IMMODEP_A;IMMODEP_B;IMMODEP_C;IMMODEP_D;IMMODEP_E;IMMODEP_F;IMMODEP_G;MIMMOSAM;MIMMODIM;MIMMOSEM;MDATE_jour;MDATE_mois;MDATE_delai;MRAISIMMOJOUV;MRAISIMMOSAM_FLAG;MRAISIMMOSAM_A;MRAISIMMOSAM_B;MRAISIMMOSAM_C;MRAISIMMOSAM_D;MRAISIMMOSAM_E;MRAISIMMOSAM_F;MRAISIMMOSAM_G;MRAISIMMOSAM_H;MRAISIMMOSAM_I;MRAISIMMOSAM_J;MRAISIMMODIM_FLAG;MRAISIMMODIM_A;MRAISIMMODIM_B;MRAISIMMODIM_C;MRAISIMMODIM_D;MRAISIMMODIM_E;MRAISIMMODIM_F;MRAISIMMODIM_G;MRAISIMMODIM_H;MRAISIMMODIM_I;MRAISIMMODIM_J;BTCSATISF;BTCRAISINSATISF_FLAG;BTCRAISINSATISF_A;BTCRAISINSATISF_B;BTCRAISINSATISF_C;BTCRAISINSATISF_D;BTCRAISINSATISF_E;BTCRAISINSATISF_F;BTCRAISINSATISF_G;BTCRAISINSATISF_H;BCOVLDF;BCV1MOT_FLAG;BCV1MOT_A;BCV1MOT_B;BCV1MOT_C;BCV1REL_FLAG;BCV1REL_A;BCV1REL_B;BCV1REL_C;BCV1REL_D;BCV1NB;BCOVLDNF;BCV2MOT_FLAG;BCV2MOT_A;BCV2MOT_B;BCV2MOT_C;BCV2REL_FLAG;BCV2REL_A;BCV2REL_B;BCV2REL_C;BCV2REL_D;BCV2NB;BCVTV;BCVTVFQ;BCVTVREL_FLAG;BCVTVREL_A;BCVTVREL_B;BCVTVREL_C;BCVTVREL_D;BCVTVFIN;FCMMODIF_A;FCMMODIF_B;FCMANURAIS_A;FCMANURAIS_B;FCMANURAIS_C;FCMANURAIS_D;FCMANURAIS_E;FCMANUOU_A;FCMANUOU_B;FCMANUOU_C;FCMMODRAIS_A;FCMMODRAIS_B;FCMMODRAIS_C;FCMMODRAIS_D;FCMMODRAIS_E;FCMMODQUOI_A;FCMMODQUOI_B;FCMMODQUOI_C;FCMMODMOYINI;FCMMODMOYFIN;dist_ign_trav;dist_vo_trav;dist_ign_etude;dist_vo_etude
9100003045000;910000304500001;01;2598.0960581;2;2;;;;;0;;;1;1;1.5;1;1;1;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;1;1;0;1;2;2;2;dimanche;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003054000;910000305400002;02;8579.8449361;1;2;1;5;4;2;-1;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;février;3;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;3.069;2.428;;
9100003055000;910000305500001;01;2613.0344037;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;janvier;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;1;;;;;;;;;0;0;0;1;0;1;0;0;;;;;;
9100003064000;910000306400001;01;3386.672706;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;avril;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;1;0;0;0;0;0;1;1;0;0;;;;;;;;;;;;;;
9100003114000;910000311400001;01;3295.6991694;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mardi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003115000;910000311500002;02;2684.5833695;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003124000;910000312400001;01;3989.2411139;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;juin;3;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003125000;910000312500001;01;6476.8860806;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;2;1;2;samedi;août;3;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003135000;910000313500001;01;3285.000994;1;2;3;;;1;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;octobre;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;0;0;0;0;0;0;1;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003144000;910000314400002;02;2259.7611009;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;2;1;1;0;0;1;0;0;1;1;3;1;2;2;3;1;1;2;2;2;2;2;2;2;1;0;0;0;1;1;0;1;2;2;2;samedi;novembre;2;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003145000;910000314500001;01;2149.4316138;1;2;1;5;5;1;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;1;0;0;2;1;2;jeudi;novembre;1;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;54.779;47.368;;
9100003155000;910000315500001;01;2082.3554939;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;3;1;1;0;0;0;0;0;1;1;3;1;2;1;1;2;2;1;1;3;1;1;2;3;1;0;1;1;0;1;1;1;1;2;2;dimanche;février;1;;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003164000;910000316400001;01;1977.9508363;2;2;;;;;0;;;1;1;2.5;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;mars;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003165000;910000316500002;02;3697.9097276;1;2;2;5;6;1;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;mars;3;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;1;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003215000;910000321500001;01;3439.4368816;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;juin;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003224000;910000322400001;01;3324.4066487;2;2;;;;;0;;;2;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;3;1;1;0;0;1;0;0;1;1;3;1;2;2;1;1;2;3;1;3;1;1;3;3;1;1;1;0;0;1;1;1;1;1;2;vendredi;juillet;3;;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003225000;910000322500005;05;9346.3156413;1;1;1;5;5;2;1;0;0;;1;2.2;1;0;0;0;0;1;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;0;1;1;2;mardi;juillet;7;;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9100003235000;910000323500002;02;5807.8186143;1;2;3;;;2;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;1;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003245000;910000324500002;02;2375.6966815;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;novembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;1;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003255000;910000325500001;01;3576.7089773;1;2;1;5;4;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;février;3;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;1;1;1;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003265000;910000326500001;01;4359.4047101;1;2;5;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;1;;;;;;;;;1;0;0;0;0;1;0;0;;;;;;
9100003314000;910000331400001;01;2976.1553633;2;2;;;;;0;;;1;1;1.5;1;0;0;0;0;1;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;2;2;2;mercredi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;1;0;0;1;0;0;1;1;0;0;;;;;;;;;;;;;;
9100003315000;910000331500002;02;2307.8505415;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;1;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;1;0;0;0;0;2;2;2;jeudi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;1;0;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003324000;910000332400001;01;3838.005612;1;2;1;5;5;2;-1;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;2;2;2;lundi;août;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;1;1;0;1;0;1;1;0;1;0;0;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003325000;910000332500001;01;1372.8336245;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;0;0;0;1;0;0;2;1;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;0;1;1;1;0;0;2;1;2;mercredi;août;2;;0;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003334000;910000333400001;01;2357.3909719;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;2;1;3;2;3;2;3;1;2;2;3;1;1;1;1;1;1;0;0;0;0;0;0;0;2;2;2;mardi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003335000;910000333500001;01;3396.6894272;1;2;1;5;5;1;1;1;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;1;1;1;0;0;0;0;0;1;1;3;2;2;2;2;1;1;1;1;2;2;2;2;2;1;1;1;0;0;0;0;0;1;1;2;vendredi;septembre;3;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003345001;910000334500101;01;1791.1522991;1;2;1;5;5;2;1;0;0;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;décembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;0;1;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;9.466;5.91;;
9100003345002;910000334500202;02;3519.2834704;1;2;1;5;5;2;1;0;1;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;décembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;0;1;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;9.466;5.91;;
9100003345003;910000334500305;05;1834.6994458;2;2;;;;;0;;;2;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;2;1;2;lundi;décembre;1;;0;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;3;1;0;0;1;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;9.466;5.91;;
9100003354000;910000335400001;01;1610.4253669;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;2;2;dimanche;février;3;;1;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;3;1;1;0;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003355000;910000335500002;02;4022.6294137;2;2;;;;;0;;;1;1;3.2;1;0;0;1;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;février;4;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;0;1;0;0;0;0;0;0;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003364000;910000336400001;01;9965.4988725;2;1;;;;;0;;;;1;3.4;1;1;0;0;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;;0;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;mars;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;0;0;0;0;0;0;1;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9100003415000;910000341500002;02;1823.249889;1;2;1;5;3;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;2;2;mercredi;avril;2;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003425000;910000342500001;01;4162.7523374;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;dimanche;juillet;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003434000;910000343400001;01;2991.316275;2;2;;;;;0;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0;1;1;2;mardi;septembre;1;;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;9;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003435000;910000343500001;01;2252.9047688;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;1;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;lundi;septembre;1;;0;;;;;;;;;;;0;;;;;;;;;;;9;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;1;0;0;0;0;1;0;1;0;0;;;;;;;;;;;;;;
9100003444000;910000344400001;01;3958.2594358;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;1;1;0;1;1;1;2;mercredi;novembre;1;;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003445000;910000344500004;04;5780.8517508;2;1;;;;;0;;;;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;samedi;novembre;3;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;1;0;0;0;0;0;0;1;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9100003455000;910000345500001;01;2694.2734716;2;2;;;;;0;;;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;janvier;3;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;1;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003464000;910000346400001;01;3831.6675377;1;2;1;5;5;2;1;0;0;1;2;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;vendredi;avril;3;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;;0;;;;0;;;;;;;0;;;;0;;;;;;1;4;1;0;1;0;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003465000;910000346500001;01;6057.0063062;1;2;2;2;4;1;0;;;1;1;2.5;1;0;0;0;0;0;1;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;jeudi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;3;1;1;0;0;0;0;0;0;0;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003514000;910000351400001;01;9120.2604744;1;2;1;5;5;2;-1;;;1;3;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;2;0;;;;;;;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;2;2;2;lundi;avril;1;;0;;;;;;;;;;;0;;;;;;;;;;;2;1;0;0;0;0;0;0;0;1;;0;;;;0;;;;;;;0;;;;0;;;;;;2;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
9100003515000;910000351500001;01;2239.9205936;2;2;;;;;0;;;1;1;1.4;1;0;0;1;0;0;0;0;;0;;;;;;;;;0;;;;;;;;;0;;;;;;;;2;;1;1;1;0;0;0;0;0;2;;;4;0;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;2;2;mercredi;mai;1;;0;;;;;;;;;;;0;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;0;;;;;;2;0;;;;0;;;;;;;;0;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;
